100,97,100,98,95,96,92,91,91,88,84,82,83,80,76,75,73,75,78,75,72,73,69,70,68,66,62,62,62,62,66,66,62,62,64,60,59,55,57,57,53,54,51,52,50,50,54,50,47,47
96,96,98,96,97,96,93,93,92,89,86,88,84,81,81,74,70,74,76,74,72,71,75,73,73,70,62,61,66,61,59,61,64,66,64,62,59,55,52,53,50,53,50,54,52,50,49,55,47,46
99,97,95,98,97,97,93,94,89,93,86,87,88,80,81,81,73,75,79,80,75,71,70,70,72,71,68,64,68,62,61,61,61,67,65,66,64,56,54,56,50,51,47,47,50,49,48,53,49,45
96,97,93,95,94,96,95,92,91,88,85,82,86,85,83,81,78,71,75,75,74,72,68,69,68,69,66,69,64,62,63,60,58,65,66,67,65,65,55,55,58,57,54,53,54,55,51,51,50,50
100,96,95,97,98,100,100,92,92,86,86,86,88,83,84,79,81,75,73,71,70,69,66,68,70,68,68,71,71,68,60,63,60,57,59,62,69,64,62,54,57,57,55,54,56,58,55,56,55,52
103,102,102,101,100,102,99,93,92,93,86,88,85,89,86,83,81,75,71,72,75,72,65,65,67,68,69,66,69,71,63,62,62,56,53,58,63,67,64,57,60,60,59,54,55,55,59,55,55,53
101,104,104,106,106,107,102,102,95,95,93,88,87,84,82,88,85,78,79,70,72,73,66,68,67,71,71,70,68,69,72,63,64,61,56,52,59,64,62,58,60,61,63,59,55,59,62,58,53,54
104,105,103,108,109,104,104,102,100,99,96,89,90,85,84,85,87,84,79,75,72,74,68,67,63,71,72,74,75,67,69,69,61,65,57,52,52,58,61,60,56,59,59,57,57,55,55,56,53,57
105,102,102,104,110,110,105,105,104,103,96,96,95,88,90,84,89,89,83,77,71,70,71,68,64,68,72,73,74,74,67,67,67,65,62,53,56,57,59,62,62,57,58,56,58,54,56,56,51,54
105,107,102,101,105,108,104,107,109,107,101,101,99,95,94,86,89,89,89,80,77,73,72,70,67,69,69,74,77,79,71,70,71,67,63,61,60,59,59,63,62,58,62,59,58,53,56,54,56,57
105,105,101,102,102,108,105,105,107,107,105,104,103,98,93,87,87,91,90,83,82,76,70,72,69,70,72,74,75,74,78,71,68,71,65,62,61,64,63,60,62,64,57,56,60,61,57,53,54,55
108,102,103,98,101,106,103,104,107,106,107,106,104,101,95,91,88,86,87,88,83,76,76,70,70,67,74,70,76,71,71,76,72,74,67,69,64,67,68,61,59,61,63,56,53,58,61,57,52,52
110,105,107,106,101,102,101,99,100,102,108,105,107,102,103,99,96,94,86,91,86,82,76,78,70,69,73,72,72,76,69,69,74,77,73,69,67,69,68,69,60,56,63,65,58,56,58,58,53,56
110,104,102,106,100,105,103,103,102,103,105,103,105,104,102,100,99,98,93,91,89,82,81,78,77,71,71,72,68,73,71,69,67,76,76,72,66,69,68,68,63,61,59,66,59,54,53,55,55,58
110,104,101,103,106,102,103,100,100,102,104,107,103,103,103,100,100,100,100,91,89,88,85,81,77,75,68,69,69,74,73,72,69,74,75,75,70,70,67,67,70,63,61,63,66,60,58,51,54,55
110,108,100,101,107,106,101,99,99,97,104,102,104,99,102,103,100,104,101,97,92,87,87,87,82,74,75,75,75,74,71,71,71,71,76,73,72,73,74,69,70,69,64,67,61,60,57,51,54,52
110,110,106,102,102,108,101,104,100,98,103,107,104,103,105,104,104,101,102,98,96,88,88,90,87,80,72,73,74,74,70,71,71,73,73,72,75,73,69,67,65,72,64,69,66,61,59,59,57,54
107,110,106,105,100,103,105,105,103,102,100,107,106,102,99,107,105,103,102,99,102,95,91,92,89,81,78,77,79,75,75,69,74,70,71,72,70,75,70,69,68,72,72,72,66,62,59,59,59,58
110,110,109,106,100,103,103,107,106,104,106,101,101,99,104,103,103,100,103,105,105,99,95,89,90,88,78,79,78,74,74,69,71,72,67,69,67,67,74,71,70,67,69,70,69,66,66,62,64,58
106,107,110,107,100,105,100,107,109,105,109,109,104,103,105,108,105,100,101,103,106,107,104,96,88,89,86,80,75,80,79,76,72,71,72,73,71,70,74,75,76,71,69,72,72,70,67,67,63,61
